Id	EssaySet	Score1	Score2	EssayText	
620	10	1	1	schwarz :: Da dunkle Farben mehr Licht absorbieren wird es in der Hundehütte bei Lichteinstrahlung wärmer und heizt sich so auf.	
621	10	0	0	schwarz :: Stimmung des Hundes und der Wahrnehmung (Lackfarbe auswahl) Farbe wirkt sich immer auf Mensch und Tier aus Häufig wird es durch Abspaltungen, Umbauten und Anbauten danach noch verändert, posttranslational modifiziert.	
622	10	1	1	weiß :: Im Innereren der Hundehütte bleibt es bei Sonneneinstrahlung kühler wenn weiße Farbe verwendet wird.	
623	10	2	2	weiß :: Die weiße Lackfarbe würde eine maximale Menge an Licht reflektieren und die Hütte somit am wenigsten aufheizen. Im Experiment hat weiß im Durschnitt eine ca. 11 Grad niedrigere Temperatur gezeigt als schwarz, und ca. 3  Grad niedrigere als hellgrau.	
624	10	2	2	weiß :: die schwarze und dunkelgraue Lackfarbe dürften unter Sonneneinstrahlung das innere der Hütte stärker aufheizen als hellgrau und weiß, weil im Glasexperiment unter diesen Deckeln die höchste Temperatur im Glas gemessen wurde. Daher wäre weiß am besten geeignet, damit die Hütte sich nicht zu sehr aufheizt.	
625	10	0	0	hellgrau :: - die Temperatur bleibt gleich, ist angenehmer für den Hund	
626	10	1	2	weiß :: Die Hypothese scheint korrekt zu sein. Je heller die Farbe, desto kälter bleibt das Einmachglas und somit auch die Hundehütte. Weiß dürfte daher die beste Farbe sein, insbesondere für den Sommer und in wärmeren Gefilden. Im Winter sollte man die Hundehütte möglicherweise schwarz streichen (und einige Glühbirnen in 5cm Entfernung installieren...	
627	10	1	1	schwarz :: Die  Hütte wäre  im Sommer warm und im Winter wahrscheinlich kalt, schlechte Isolierung.	
628	10	1	1	schwarz :: Dadurch das ich ""Schwarz"" gewählt habe wird die Hundehütte sich im Sommer etwas mehr aufheizen. Dies stellt aber kein Problem dar, da diese generell einen Eingang hat der immer offen ist. Hier herrscht Luftzirkulation und senkt die Temperatur. Im Winter hingegen ist eine dunkle Farbe von Vorteil weil die Hundehütte nicht so schnell abkühlt.	
629	10	0	1	weiß :: Je nach Farbe wird im inneren eine andere Temperatur und Luftfeuchtigkeit aufgebaut	
630	10	1	1	hellgrau :: Die Lackfarbe wird sich auf die Lufttemperatur auswirken, je dunkler der Lack desto wärmer die Lufttempratur im Inneren.	
631	10	1	1	weiß :: Je dunkler die farbe, desto wärmer wird die Hütte, deswegen sollte eine möglichst helle Farbe (Weiß) verwendet werden.	
632	10	1	1	schwarz :: Schwarz macht die Hundehütte auch im Winter warm.	
633	10	1	1	weiß :: Temperatur im Inneren steigt am wenigsten an und bleibt nahezu konstant	
634	10	1	1	weiß :: Je dunkler die Farbe, desto wärmer wird es	
635	10	0	0	schwarz :: es muss genug Luft in der Hundehütte sein 2 Luftgeschwindigkeit muss angepasst werden 3. es muss uahc nicht so kalt und nicht so warm in der Hundehütte	
636	10	1	1	schwarz :: Die schwarze Lackfarbe führt infolge ihres höchsten Absorptionsvermögens erwartungsgemäß zur höchsten Innentemperatur. Weiterhin nimmt die ermittelte Innentemperatur mit abnehmendem Absorptionsvermögen ab.	
637	10	0	1	weiß :: Je dunkler die Farbe desto mehr Temperaturanstieg.	
638	10	1	1	weiß :: im sommer ist es nicht so heiß in der hütte, da wenig energie absorbiert wird	
639	10	2	2	weiß :: Die Lackfarbe Weiß sollte das Innere der Hundehütte etwas kühler halten. Da wie auch Tim und Jan's Experiment gezeigt hat, weißer Lack weniger Licht absorbiert als schwarzer, und somit weniger Licht in Wärme umgesetzt wird.	
640	10	1	1	weiß :: Die Hundehütte könnte sich im sommer so stark aufheizen, dass es für den Hund gefährlich ist. Desalb sollte man eine helle Farbe nehmen um dem Hund eine angenehme Temperatur zu ermöglichen	
641	10	1	1	weiß :: je schwärzer die lack farbe desto höher die temperatur im inneren also weiß benutzen um  niedrigste temperatur zu bekommen	
642	10	1	1	hellgrau :: Ich wähle hellgrau, damit die Temperatur im Winter sowie im Sommer konstant ist. Schwarz würde bedeuten, daß es heiß wird, gerade im Sommer, weiß  wäre im Sommer ideal, schwarz eigentlich nie, da weiß aber auch im Winter nicht viel Energie abgibt, da habe ich für eine konstante Temperatur hellgrau genommen	
643	10	1	1	weiß :: Man erkennt eindeutig, dass Schwarz zu einer viel stärkeren Erwärmung führt (man kennt es auch selbst, wenn man etwas Schwarzes im Sommer trägt - Man schwitzt dort deutlich schneller, da, wie bereits herausgefunden, schwarz mehr absorbiert und demnach es ""darunter"" wärmer wird. Es ist jedoch fraglich, ob lediglich eine Dachfarbe für große Unterschiede (kleinere schon, aber nicht wie im Experiment. Es kommt wohl darauf an, aus welchem Material die Hütte gebaut wird.	
644	10	1	2	weiß :: Das Ergebnis zeigt, dass die Innentemperatur steigt je dunkler der Deckel. Das heißt schwarze Deckel haben die höchsten Innentemperaturten und weiße die Niedrigsten (Albedo). Analog dazu dürfte der Effekt bei der Hundehütte auftreten.	
645	10	1	1	weiß" :: Je dunkler die Farbe desto heißer wird es in der Hundehütte, wodurch der Hund nicht mehr so gut darin wohnen könnte. Deswegen sollten sie weiß nehmen, da dadurch die Wärme minimiert wird.	
646	10	1	2	hellgrau :: Je dunkler die Farbe, desto höher die Temperatur bei Sonneneinstrahlung. Allerdings ist die Hundehütte im Gegensatz zu den Gläsern unverschlossen, daher erhöht sich die Temperatur im Innern nicht so stark. Ein Metalldeckel gibt ausserdem die Wärme schnell und kurzfristig ab. Holz speichert die Wärme und gibt sie über einen längeren Zeitraum ab.	
647	10	1	1	schwarz :: Umso dunkler die Lackfarbe, umso höher sind die Temperaturen im Inneren des lackierten Objekts. Wobei die spezifische Anordnung des Durchgangs nur eine geringe Auswirkung auf die Temperatur hat.	
648	10	1	1	weiß :: Desto dunkler die Farbe der Hundehütte desto wärmer wird es im inneren, wesshalb es ratsam ist eine helle farbe zu nehmen.	
649	10	0	1	weiß :: Die Lackfarbe beeinflusst die inentemperatur. Schwarze farbe ist für winter geeignet, weiße fur sommer	
650	10	1	2	weiß :: Je dunkler der Anstrich desto höher kann die Temperatur in der Hundehütte steigen (vgl Experiment Schwarz von 24 auf 52-54 Grad mehr als verdoppelt), eine derart aufgeheizte Hundehütte bietet dem Hund im Sommer keinen Rückzugsort.	
651	10	0	1	weiß :: Je dunkler die Farbe, desto höher erhitz sich die Luft im inneren.	
652	10	1	2	weiß :: Die Ergebnisse bestätigen die eingangs aufgestellte Hypothese: je heller die Lackierung, desto weniger erhitzt sich die Luft in der Hundehütte.	
653	10	0	1	weiß :: Bei schwarzer Lackfarbe wäre die Innentemparatur der Hundehütte im Sommer sehr hoch. Im Winter spielt die Farbe vermutlich eine untergeordnete Rolle, da Schnee auf der Hütte liegt.	
654	10	1	2	weiß :: Ich würde die hellere Farbe wählen, damit sie nicht so heiß wird, da im Experiment gesagt wird, dass die dunklen Farben mehr Energie absorbieren	
655	10	1	2	weiß :: Die Art der Farbe des Lacks ist entscheidend für die Innentemperatur der Hundehütte. Weiß ist dabei am geeignetsten, da die Innentemperatur durchschnittlich am geringsten ist im Gegensatz zu den anderen Farben. Dies wird auch durch das Experiment von Tim und Jan bewiesen.	
656	10	0	1	weiß :: je heller die Farbe ist , umso weniger sorbiert sie Energie ab .	
657	10	0	1	weiß :: Je dunkler die Farbe desto heisser wird es im inneren der Hundehütte	
658	10	0	1	weiß :: Dunkler die Farbe des Deckels, desto höher die Temperatur im Einmachglas, weil dunkle Farben mehr Energie absorbieren.	
659	10	1	1	weiß :: Je heller um so geringer die Temperatur.Die Lufttemperatur ist farbabhängig	
660	10	1	1	weiß :: dunkle Farben absorbieren mehr Energie. Tatsächlich ist Weiß diejenige, die die geringste Temperatur hat. es ist eine relativ niedrige Temperatur im Vergleich zu den anderen Farben.	
661	10	1	1	weiß :: weiß, damit es nicht zu heiß in der hundehütte wird	
662	10	2	2	schwarz :: Durch eine dunklere Farbe wird eine höhere Temperatur im inneren der Hundehütte erreicht. Je dunkler die  Lackierung des Deckels im Experiment desto höher die Temperatur  im inneren.	
663	10	1	2	hellgrau :: Die Lackfarbe wird ebenso die Temperatur innen beeinflussen, jedoch viel weniger, da sie nicht in Glas eingeschlossen ist. Damit es im Sommer nicht zu heiß wird -> hellgrau?	
664	10	2	2	weiß :: Die Farbe auf der Zwingerabdeckung beeinflusst direkt die Innentemperatur, weil die dunkleren Farben mehr Energie absorbieren, weshalb Lichtfarben besser sind, um eine niedrige Temperatur beizubehalten. wie im Tim- und Jan-Experiment gezeigt, wo die Anfangstemperatur 24 Grad betrug und bei einem Durchschnitt von 53, 48, 45 und 42 Grad für die Farben Schwarz, Dunkelgrau, Hellgrau bzw. Weiß endete.	
665	10	2	2	weiß :: Die Farbe auf der Zwingerabdeckung beeinflusst direkt die Innentemperatur, weil die dunkleren Farben mehr Energie absorbieren, weshalb Lichtfarben besser sind, um eine niedrige Temperatur beizubehalten. wie im Tim- und Jan-Experiment gezeigt, wo die Anfangstemperatur 24 Grad betrug und bei einem Durchschnitt von 53, 48, 45 und 42 Grad für die Farben Schwarz, Dunkelgrau, Hellgrau bzw. Weiß endete.	
666	10	0	1	weiß :: Weiße Farbe nimmt wenigner Wärme auf und ei gnet sich besser für empfindliche Hunde	
667	10	0	0	hellgrau :: vikt av material temperatur	
668	10	0	1	weiß :: je heller die gewählte Farbe....desto geringer die absorbierte Temperatur...	
669	10	1	2	weiß :: Die Lackfarbe beeinflusst die Temperatur in der Hundehütte, da schwarzes Licht alle farben absorbiert und somit die Energie daraus zieht. Durch weiße Lackfarbe wird die Hundehütte am wenigsten warm, da weiße Farbe die meisten Farben reflektiert und somit kaum Energie aufnimmt. Das ist durch das Experiment von den Schülern bewiesen worden.	
670	10	0	1	weiß :: je dunkler die Lackfarbe um so höher ist die Temperatur in der Hundehütte.	
671	10	1	1	weiß :: weiß ist am besten,damit sich die hundehütte nicht zu sehr erhitzt.	
672	10	0	0	dunkelgrau :: Lackfarben kann bei Tests mit dem Auslaufbecher in den meisten Fällen davon ausgegangen werden, dass bei einer mittleren Scherrate von 50 bis ... und folgende Effekte sich nicht signifikant auswirken:	
673	10	1	1	weiß :: Die Hundehütten heizt sich durch Sonneneinstrahlung weniger auf - es ist kühler.	
674	10	0	1	weiß :: je dünkler die Hütte, desto wärmer im inneren.	
675	10	0	2	weiß :: Je größer die Dunkelheit der Farbe ist, desto größer ist der Grad der Wärmeabsorption als Grundlage dafür die Ergebnisse für schwarze Farbe  54  52  54  53	
676	10	1	1	weiß :: Bei schwarzem Lack wird die Hütte durch Sonnenstrahlung am stärksten erhitzt, was für den Hund unangenehm, evtl. sogar gefährlich werden könnte. Bei weißem Lack erhöht sich die Temperatur in der Hütte am wenigsten.	
677	10	1	2	weiß :: Die Temperatur im Einmachglas ist höher umso dunkler die Farbe des Deckels ist. Dieser Vorgang wird sich auch in der Hundehütte ähnlich wiederholen. Um dem Hund eine möglichst kühle Hütte zu bauen wäre eine weiße Farbe vorzuziehen.	
678	10	0	1	weiß :: Je dunkler die Farbe, umso mehr erwärmt sich die Hundehütte bei Sonneneinstrahlung	
679	10	0	0	weiß :: Verschließe das Einmachglas mithilfe des schwarzen Deckels, an dem ein Thermometer befestigt ist. Stelle sicher, dass die Anfangstemperatur im Glas 24°C ist. Platziere die Lampe 5 cm vom Verschluss entfernt und schalte die Lampe ein. Miss die Temperatur innerhalb des Einmachglases nach zehn Minuten und notiere dir die Temperatur als Durchgang 1. Schalte die Lampe aus und warte bis die Temperatur im Einmachglas wieder auf die Anfangstemperatur gesunken ist. Wiederhole die Schritte 2 bis 5 für die Durchgänge 2 und 3. Wiederhole die Schritte 1 bis 6 für den dunkelgrauen, hellgrauen und weißen Verschluss. Berechne und erfasse die durchschnittliche Lufttemperatur für jede Verschluss-Farbe.	
680	10	0	1	hellgrau :: Es könnte sein dass die Farbe bewirkt, dass es im Sommer eventuell zu heiss in der Hundehütte werden könnte, wenn sie einnen schwarzen Anstrich bekommt.	
681	10	0	0	weiß :: Weisse farbe absorbiert wenig energie.	
682	10	0	1	weiß :: je dunkler die farbe, umso höher die Temparatur	
683	10	1	1	dunkelgrau :: Natürlich kann man ein verschlossenes Glas nicht mit einer Hundehütte vergleichen, aber je dunkler die Lackfarbe, desto wärmer wird es in der Hütte, da dunkle Materialen mehr Energie aufnehmen und weniger Energie reflektieren. Natürlich kommt es darauf an wo die Hütte platziert ist. Wenn sie in der prallen Sonne steht, würde wahrscheinlich weiß oder hellgrau eine gute Option darstellen. Steht die Hütte im Schatten oder ist die Außentemperatur schon eher gering, empfiehlt sich dunkelgrau oder schwarz.ä  Im Innenbereich sollte die Farbe keine allzu große Rolle spielen.	
684	10	0	1	dunkelgrau :: hält die Temperatur am konstantesten	
685	10	2	2	weiß :: Jan und Tim haben mit ihrem Experiment ihre Hypothese bestätigt, dass dunklere Farben mehr Licht absorbieren und somit zu stärkeren Temperaturanstiegen führen. Sprich je dunkler die Lackfarbe ist, desto eher würde sich das Innere der Hundehütte aufheizen. Eine möglichst helle Farbe, weiß, ist also zum Wohl des Hundes am besten geeignet.	
686	10	0	0	weiß :: Das Weiss hat die löweste temperatur	
687	10	1	2	weiß :: Je dunkler die farbe der Hundehütte ist, desto mehr heizt sich das innere der Hundehütte auf. bei einer weissen oberfläche sieht man im experiment, dass am wenigsten Temperatursteigerung vorhanden ist.  soll die hundehütte also vor extremer kälte schützen zb im winter ist schwarz zu empfehlen im sommer jedoch weiss da es sonst sehr warm in der hütte wird	
688	10	0	2	weiß :: Die Lackfarbe hat einfluss auf die in der Hütte Herrschende Lufttemperatur. In Bezug auf das Experiment eignet sich weiß am besten, da bei dunkleren Farben eine zu Hohe temperatur erreicht würde.	
689	10	0	0	weiß :: Weiß 42, 43, 41, 42 Es ist klarer und reflektiert mehr Licht.	
690	10	0	0	schwarz :: Schwarz 54, 52, 54, 53 Es wird weniger schmutzig und weniger Licht wird reflektiert.	
691	10	0	0	dunkelgrau :: Dunkelgrau 48, 48, 48, 48 Es erlaubt uns, in einem nicht so dunklen Ton zu sein.	
692	10	0	0	dunkelgrau :: Schwarz 54, 52, 54, 53 Es gibt einen dunkleren und kälteren Ton.	
693	10	0	0	weiß :: Für das Haus der Hunde ist eine Lampe nicht notwendig, da dadurch die Temperatur sehr hoch ist	
694	10	0	1	weiß :: Die dunkle Lackfarbe erwärmt sich mehr und leichter. Deswegen die Temperatur in der Hundehütte ist höher.	
695	10	0	0	weiß :: die körpertemperatur des hundes verändert sich	
696	10	1	1	weiß :: mit der weißen farbe kann man die temperatur sinken so das es drinnen nicht so heiß ist	
697	10	0	0	weiß :: Es ist notwendig, dass diese Farbe klarer wird	
698	10	0	0	hellgrau :: Hellgrau  44, 45, 46, 45 Hellgrau absorbiert weniger Energie und ist besser, damit es nicht schmutzig wird.	
699	10	1	1	hellgrau :: es muss mit helleren Farben gemacht werden, damit das Temperaturniveau niedriger ist	
700	10	1	1	weiß :: Ein weißes Dach der Hundehütte verhindert im Sommer ein überhitzen des Innenraumes.	
701	10	0	0	hellgrau :: sollte in keiner Weise beeinflussen, da Hunde monochromatisch sehen	
702	10	1	1	weiß :: Die Temperatur im inneren der Hundehütte  wird am niedrigsten sein.	
703	10	1	1	weiß :: Da die Farbe weiß am wenigsten Hitze erzeugt, würde ich die Hütte weiß anmalen, damit der Hund nicht so schwitzt.	
704	10	1	1	weiß :: durch die äussere farbe könnte es im inneren der Hütte sehr warm werden also schlecht für den Hund weiss hat die niedrigste Temperatur	
705	10	1	2	dunkelgrau :: Ich würde ein Dunkelgrau für die Hundehütte wählen, da damit laut Experiment die Temperatur konstant bleiben dürfte und sich auf maximal 48 Grad aufheizt, wobei man beachten muss, dass die Hundehütte vermutlich eine Öffnung besitzt um dem Hund ein ein uns aus gehen zu ermöglichen. Aber konstante Temperatur ist für das Klima in der Hütte gut und sollte eventuelle Schimmelbildung bei großen Schwankungen nahezu ausschließen.	
706	10	0	1	weiß :: Je dunkler die Lackfarbe ist desto wärmer wird es in der Hungehütte - ist die Außentemperatur übers Jahr geseheen eher kalt sollte man Schwarz verwenden. Ist das KLima gemäßigt eher hell/dunkelgrau Ist das Klima kalt sollte es schwarz sein	
707	10	0	1	hellgrau :: im winter nicht zu kalt, im sommer nicht zu heiß	
708	10	0	0	schwarz :: Das Innere der Hütte wird je nach Farbe unterschiedlich erwärmt.	
709	10	1	1	weiß :: Je dunkler die Farbe, desto mehr wird absorbiert und desto höher steigt entsprechend die Innentemperatur. Weiße Farbe ist gekennzeichnet durch das geringste Absorptionsvermögen, schwarze Farbe durch das höchste Absorptionsvermögen. Besonders im Sommer könnte sich schwarze Farbe als nachteilig erweisen.	
710	10	1	1	weiß :: Durch die weiße Farbe erwärmt sich das Innere der Hütte bei Sonneneinstrahlung am wenigsten.	
711	10	0	1	weiß :: DIe Lackfarbe kann die Temperatur in der Hundehütte erhöhen. Je dunkler die Farbe, desto wärmer wird es nach einiger Zeit. Selbstverständlich sollte man daher die Farbe nehmen die die Temperatur am kühlsten hält.	
712	10	1	2	schwarz :: anscheinend wird die temperatur in der hundehütte um 30°C höher, da die farbe dunkel ist. bei weiß würde die temperatur laut den ergebnissen aus dem experiment nur im ca. 18°C steigen.	
713	10	0	1	weiß :: je dunkler die Farbe desto höher die Temperatur im inneren -> siehe Albedo	
714	10	1	0	schwarz :: Schwarz ist die heißeste Farbe, weil es das höchste Licht und damit die Energie absorbiert und somit am bequemsten für den Anbau ist	
715	10	1	1	schwarz :: Die schwarze Lackfarbe könnte die Hundehütte am wärmsten halten, weil die schwarze Farbe von der Temperatur am stärksten beeinflusst wird.	
716	10	1	1	weiß :: Im Sommer währe die Hundehütte für einen Hund angenehmer, im Winter dagegen Kälter als draußen.	
717	10	1	2	weiß :: das Innere wird nicht stark von der weißen Farbe beeinflusst und wenn es von Tim und Ian beurteilt wird, wird es nicht so heiß wie andere Farben, es ist die am besten geeignete Farbe	
718	10	1	0	weiß ::   weiße Farben haben eine andere Fähigkeit, Sonnenstrahlung zu absorbieren als dunkle, und eine weiße Oberfläche wird durch die Sonneneinstrahlung weniger heiß; aber die langwelligen Emissionen der beiden Farben sind gleich und werden in der Nacht gleichmäßig durch Strahlung zum Himmelsgewölbe gekühlt.	
719	10	1	1	weiß :: Tiere haben Wolle, deshalb ist es besser, im Hundehütte  eine niedrigere Temperatur zu halten. Die Farbe sollte weder eine Aggression des Hundes verursachen, noch sollte sie äußere Aufmerksamkeit auf sich ziehen	
720	10	0	0	schwarz :: Das Kinderzimmer wird sich schneller aufwärmen	
721	10	1	1	weiß :: Indem ich eine weiße Farbe verwende, verhindere ich, dass die Temperatur in meinem Zwinger bei Sonnenschein zu hoch wird. Der Komfort meiner Hunde wird verbessert.	
722	10	0	0	schwarz :: Es spielt keine Rolle, ob die Umgebungstemperatur wichtig ist	
723	10	0	0	weiß :: Wenn eine dunkle Farbe auf den Außenflächen eines Hauses verwendet wird, führt dies zu höheren Temperaturen im Inneren	
724	10	0	0	dunkelgrau :: Die Hypothese lautet: Je dunkler die Farbe des Deckels ist, desto höher ist die Temperatur im Glas, denn dunkle Farben absorbieren mehr Energie	
725	10	0	0	dunkelgrau :: Was die verschiedenen Farben anbelangt, die die meiste Hitze aufgenommen haben, denke ich, dass die Hauptüberlegung sein könnte, wie dunkel diese Farben waren. Ich würde denken, dass Blau und Purpur nicht so viel aufnehmen würden; es sei denn, sie waren sehr dunkelblau und lila. Hier ist eine Spektralanalyse von Wärmelampen: http://heelspurs.com/a/led/black3.gif die zeigt, wie Sie erwarten können, dass Wärmelampen die meiste Energie in Farben zum roten Ende des Spektrums emittieren, als erwartet. Das würde Orange erklären - hast du auch Rot versucht? Warum absorbierten die farbigen Flüssigkeiten mehr Wärme als die mit Papier überzogenen? Ich hoffe, dass andere Experten dazu beitragen können, aber überlegen Sie, wie die Wärmeabsorption funktioniert. Mit dem Papier ist ein Teil der Hitze ausgesetzt, und das Papier nimmt die Energie auf, überträgt sie auf das Glas (und kann auch etwas Luft zwischen den beiden haben), die es dann auf das Wasser überträgt. Im farbigen Wasserfall erfolgt die Wärmeaufnahme direkt im Wasser, was effizienter sein sollte. Hattest du eine Kontrolle ohne Färbung? Wie viel hat sich dieser erhitzt?	
726	10	0	1	hellgrau :: durch die wahl der farbe könnte sich auch die lufttemperatur im inneren der hütte anpassen	
727	10	0	1	weiß :: Inzwischen im Experiment von Tim und Jan wird es demonstriert, dass zu mehr Klarheit kleinere Temperatur, wenn die Hundehütte für eine warme Stelle ist, würde er/sie es von Weiß malen, und wenn es für eine kalte Stelle ist, würde er/sie es von Schwarzem malen.	
728	10	0	0	dunkelgrau :: Die dunkelgraue Farbe hält eine konstante Temperatur, für Kinderzimmer ist dies notwendig	
729	10	0	0	weiß :: Die Durchschnittstemperatur ist besser, wenn die Deckfarbe in der folgenden Reihenfolge ist: 1. Weiß 2 - Graues Licht 3-dunkelgrau Schwarz	
730	10	0	0	weiß :: Ich denke nicht, dass die Farbe das Innere des Zwingers beeinflussen könnte	
731	10	0	1	dunkelgrau :: Ich wähle eine dunkelgraue Farbe, weil bei der Wahl einer schwarzen Farbe, weil bei Verwendung von Schwarz, Pflanzen mit zu viel Hitze sterben können, und weiße Farbe nicht ausreichende Erwärmung gibt. Das zeigte das Experiment von Tim und Jan	
732	10	1	2	hellgrau :: das Lichtgrau wird den Zwinger nur warm, aber nicht zu heiß machen, durchschnittlich 45 C, so dass er für lebende Tiere geeignet ist	
733	10	1	2	weiß :: Weiß scheint die vernünftige Wahl zu sein. Das Experiment zeigt, dass Weiß einen geringeren Temperaturanstieg mit Wärme aufweist. Dies ist vorteilhaft für einen Zwinger, so dass keine extremen Temperaturen beobachtet werden.	
734	10	0	0	weiß :: Der dunkle Hintergrund führt zu einem negativen emotionalen Moment. Dunkle Töne tragen außerdem bei Tieren zu einer zu hohen Innentemperatur bei.	
735	10	1	0	hellgrau :: Hellgrau ist warm, nicht sehr heiß, also ist es am besten geeignet, da 45 Grad nicht so heiß sind	
736	10	1	1	weiß :: Weiß war die Farbe, die in allen Tests kühler bleibt	
737	10	1	1	weiß :: Weiße Farbe wird besser geeignet sein, da sie die Temperatur nicht wie die dunkleren Farben beeinflusst um so leichter wird die Farbe bei steigender Temperatur weniger wirksam	
738	10	1	1	schwarz :: Die Farbe Schwarz absorbiert die meiste Energie und folglich ist die Temperatur in dem Raum, in dem die Wände schwarz gestrichen sind, höher. Dies entspricht dem Experiment	
739	10	1	0	weiß :: Temperaturschwankungen klein aber weiß immer kälter. Es gibt 42 in den Startbedingungen und 44 in der anderen von 54 bis 54.	
740	10	0	1	weiß :: 1. dunkle Farbe der Farbe wird die Innentemperatur kontinuierlich erhöhen. 2. Wenn die Hundehütte aus Holz ist, sollte die Farbe hellgrau sein, damit sie eine hohe Temperatur behält 3.von Tim und Jan experimentieren die dunkle Farbe absorbieren Energie, so wird es die Temperatur erhöhen 4. es wird beibehalten temperatur für einige zeit	
741	10	0	0	weiß :: Weiß - X ° C Schwarz - 1.3 X °C	
742	10	0	0	weiß :: Dies könnte Auswirkungen haben, da Schwarz zwar keine Farben reflektiert, diese jedoch in Abhängigkeit vom Licht weiß reflektiert. Es kann in schwarz 54 52 54 53 und weiß 42 43 41 42 unterschieden werden.	
743	10	0	0	dunkelgrau :: Die einzige stabile Farbe ist dunkelgrau, das scheint mir die beste Wahl für das Innere der Hundehütte zu sein.	
744	10	0	1	weiß :: Die Ergebnisse zeigen, dass Farben einen Einfluss auf die Temperatur im Inneren eines Hundehauses haben. Die Ergebnisse aus dem Experiment legen nahe, dass Weiß im Sommer und Schwarz im Winter angemessen sind.	
745	10	1	2	weiß :: entrsprechend der helligkeit  wird das innere der hundehütte wärmer unter aussetzung von sonnenstrahlen. Weiß läst  die hütte am kältesten mit einem durchschitt von 42 grad	
746	10	1	1	dunkelgrau :: Je nach Lackfarbe wird das Sonnenlicht anders reflektiert und somit findet auch eine andere Wärmeentwicklung im Inneren statt. Schwarz nimmt z.B. das Sonnenlicht auf, während Weiß einen Großteil reflektiert. Ich würde Dunkelgrau wählen, da diese Farbe sehr konstante Ergebnisse liefert, für alle Jahreszeiten.	
747	10	0	0	weiß :: Ausgehend davon dass die Hundehütte wohl aus Holz statt aus Glas, und auch nicht luftdicht verschlossen sein wird, wird sich die Farbe weit weniger stark auswirken als in dem Experiment	
748	10	1	1	weiß :: Weiß ist die ideale Farbe, nach dem durchgeführten Test hält diese Farbe die Temperaturen niedriger als die, die sie verlassen.	
749	10	2	2	hellgrau :: Dunkel heißt sich am stärksten auf (D. 53°C), danach Dunkelgrau (D. 48°C), Hellgrau(D. 45°C) und weiß (42°C). Bei einem dunklen Anstrich wird dem Hund im Hochsommer in der Hundehütte viel zu warm. Im Frühjahr, bei bedecktem Himmel und einer geringen Aussentemperatur, könnte dem Hund bei einem weißen Anstrich zu kalt werden, da nicht genug Wärme im Inneren der Hütte gespeichert wird. Da die Hundehütte eine relativ große Öffnung hat (je nach Größe des Hundes für den die Hütte gedacht ist), darf auch der Luft-und Wärmeaustausch nicht vernachlässigt werden.	
750	10	0	0	weiß :: Welche Stoffe dünstet der Lack bei direkter Sonneneinstrahlung aus. Wieviel Luftaustausch findet durch den Anstrich statt.	
751	10	0	0	weiß :: Als Hypothese gilt, dass je dunkler die Farbe des Deckels, desto höher die Temperatur im Einmachglas, weil dunkle Farben mehr Energie absorbieren.	
752	10	0	1	weiß :: Bei höheren Temperaturen können Hunde sich mehr müde fühlen. Weiß: Schritt 1: 42 Schritt 2: 43 Schritt 3: 41 Schritt 4: 42	
753	10	1	1	weiß :: Vielleicht könnte Lachkfarbe im inneren des Hundehauses ebenfalls weiß angestrichen werden, damit diese weniger Energie absorbiert und sich somit nicht stark erhitzt, was für den Hund ja unangenehm wäre. Da wir wissen, dass weiß am wenigsten Temperatur abgibt bzw. sich am wenigsten erhitzt, wäre das wohl sinnvoll.	
754	10	0	0	dunkelgrau :: Die temperatur von Dunkelgrau bleibt stabil	
755	10	1	1	weiß :: Bei der weißen Farbe bleibt die Temperatur am niedrigsten und dabei nahezu konstant, was für eine Hundehütte relevant ist, wenn sie in der Sonne steht. Bei Schwarz wäre der Aufenthalt in der Hütte zu warm	
756	10	1	1	weiß :: Damit der Zwinger möglichst bequem und so kalt wie möglich ist, sollte die hellere Farbe verwendet werden, da der Raum dadurch nicht heißer und kühler wird. Diese Farbe ermöglicht Hunden, sich sehr gut zu fühlen	
757	10	1	1	weiß :: Damit der Zwinger so bequem wie möglich ist und einen angemessenen Komfort bietet, sollte die hellere Farbe verwendet werden, da er verhindert, dass sich der Raum weniger aufheizt und kühler wird.	
758	10	0	1	weiß :: Im Sommer könnte eine dunkle Farbe dazu führen das sich das Innere der Hundehütte schneller aufheizt und die Hütte für den Hund unangenehm macht. Im Winter wird der Hund die Hütte wsl nicht nutzen, deshalb ist die Farbe hier ziemlich sicher egal.	
759	10	1	1	weiß :: Experiment Ergebnisse beweisen, dass dunklere Farben mehr Energie absorbieren. Je dunkler die Farbe, desto höher die Temperatur. Deshalb sollte weiße Farbe gewählt werden	
760	10	1	1	weiß :: Die weiße Farbe sorgt für geringeres aufheizen der Hundehütte bei Sonneneinfall, dadurch ist die Gefahr geringer, dass es dem Hund zu warm wird.	
761	10	1	1	hellgrau :: Die Farbe hat natürlich großen Einfluss auf die Temperatur in der Hundehütte, auch wenn diese im Vergleich zum Glas im Experiment nicht verschlossen ist. Durch den Luftaustausch würde sich die Hundehütte nicht so sehr aufheizen wie das verschlossene Glas. Dennoch sollte keine schwarze Farbe verwendet werden, gerade im Sommer würde sich die Hundehütte dadurch viel zu stark aufheizen, der Hund könnte darin nicht artgerecht leben. Ich habe mich für die Farbe hellgrau entschieden, da ich eine dunklere Farbe wegen der Temperatur nicht nehmen möchte und weiß zu stark reflektiert.	
